1,EHand::RIGHT,2,0,0.0,6.163004,75.319389,0
1,EHand::RIGHT,2,0,0.0,4.66688,23.895538,0
1,EHand::RIGHT,2,0,0.0,5.015374,13.786592,0
1,EHand::RIGHT,2,0,0.0,6.90505,156.602264,0
1,EHand::RIGHT,2,0,0.0,6.313143,70.593147,0
1,EHand::RIGHT,2,0,0.0,3.7684,17.103546,0
1,EHand::RIGHT,2,0,0.0,4.309529,17.724487,0
1,EHand::RIGHT,2,0,0.0,4.768658,104.099823,0
1,EHand::RIGHT,2,0,0.0,3.95118,21.138742,0
1,EHand::RIGHT,2,0,0.0,5.139219,110.434837,0
1,EHand::RIGHT,2,0,0.0,7.117573,43.99152,0
1,EHand::RIGHT,2,0,0.0,6.128235,60.558933,0
1,EHand::RIGHT,2,0,0.0,4.037794,191.466385,0
1,EHand::RIGHT,2,0,0.0,3.797513,54.1203,0
1,EHand::RIGHT,2,0,0.0,4.443657,43.832844,0
1,EHand::RIGHT,2,0,0.0,4.332512,20.543501,0
1,EHand::RIGHT,2,0,0.0,4.823305,188.563766,0
1,EHand::RIGHT,2,0,0.0,4.162008,35.604965,0
1,EHand::RIGHT,2,0,0.0,5.934142,84.26487,0
1,EHand::RIGHT,2,0,0.0,5.472313,70.542336,0
1,EHand::RIGHT,2,0,0.0,3.032657,2.740178,0
1,EHand::RIGHT,2,0,0.0,5.402503,114.550964,0
1,EHand::RIGHT,2,0,0.0,4.249763,71.294502,0
1,EHand::RIGHT,2,0,0.0,4.76404,20.587252,0
1,EHand::RIGHT,2,0,0.0,5.005456,45.168617,0
1,EHand::RIGHT,2,0,0.0,5.850239,53.980682,0
1,EHand::RIGHT,2,0,0.0,3.61726,32.969894,0
1,EHand::RIGHT,2,0,0.0,3.590541,144.199936,0
1,EHand::RIGHT,2,0,0.0,5.140532,102.175003,0
1,EHand::RIGHT,2,0,0.0,7.756535,62.017525,0
1,EHand::RIGHT,2,0,0.0,4.16035,63.345783,0
1,EHand::RIGHT,2,0,0.0,3.658797,8.550712,0
1,EHand::RIGHT,2,0,0.0,4.679443,3.200734,0
1,EHand::RIGHT,2,0,0.0,5.07211,203.650192,0
1,EHand::RIGHT,2,0,0.0,3.209391,239.016205,0
1,EHand::RIGHT,2,0,0.0,4.263171,43.730183,0
1,EHand::RIGHT,2,0,0.0,7.159461,42.591267,0
1,EHand::RIGHT,2,0,0.0,6.285193,53.932144,0
1,EHand::RIGHT,2,0,0.0,4.290525,8.914003,0
1,EHand::RIGHT,2,0,0.0,5.306801,9.247118,0
1,EHand::RIGHT,2,0,0.0,6.045641,71.06192,0
1,EHand::RIGHT,2,0,0.0,4.527635,49.416706,0
1,EHand::RIGHT,2,0,0.0,7.029302,51.290863,0
1,EHand::RIGHT,2,0,0.0,4.815235,56.118385,0
1,EHand::RIGHT,2,0,0.0,3.031332,25.678493,0
1,EHand::RIGHT,2,0,0.0,3.016419,147.644302,0
1,EHand::RIGHT,2,0,0.0,3.35044,23.352919,0
1,EHand::RIGHT,2,0,0.0,3.015781,21.607145,0
1,EHand::RIGHT,2,0,0.0,4.277261,14.96734,0
1,EHand::RIGHT,2,0,0.0,3.401552,22.314407,0
1,EHand::RIGHT,2,0,0.0,3.1842,205.292221,0
1,EHand::RIGHT,2,0,0.0,3.182337,155.664932,0
1,EHand::RIGHT,2,0,0.0,3.465855,5.438379,0
1,EHand::RIGHT,2,0,0.0,8.797325,66.695778,0
1,EHand::RIGHT,2,0,0.0,5.246122,58.025661,0
1,EHand::RIGHT,2,0,0.0,3.595398,24.780184,0
1,EHand::RIGHT,2,0,0.0,4.854157,43.963634,0
1,EHand::RIGHT,2,1,1517.631958,3.988238,22.395714,0
1,EHand::RIGHT,2,0,0.0,4.086724,18.352415,0
1,EHand::RIGHT,2,0,0.0,6.106544,238.74881,0
1,EHand::RIGHT,2,0,0.0,3.275288,40.251812,0
1,EHand::RIGHT,2,1,1308.133911,3.841835,52.923969,0
1,EHand::RIGHT,2,0,0.0,4.202572,19.782347,0
1,EHand::RIGHT,2,0,0.0,3.63854,13.934228,0
1,EHand::RIGHT,2,1,1489.963257,7.928524,60.666039,0
1,EHand::RIGHT,2,0,0.0,4.673066,44.176704,0
1,EHand::RIGHT,2,0,0.0,7.947924,61.360336,0
1,EHand::RIGHT,2,1,1115.329956,5.77273,155.281448,0
1,EHand::RIGHT,2,1,2354.786865,10.208228,103.574303,0
1,EHand::RIGHT,2,0,0.0,4.908197,37.308571,0
