1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.0,-0.0,-0.0
1,EHand::RIGHT,10.961088,5.247616,87.88176
1,EHand::RIGHT,10.578284,5.15264,88.067116
1,EHand::RIGHT,10.372279,5.028102,88.262436
1,EHand::RIGHT,10.448442,5.005086,88.209808
1,EHand::RIGHT,10.184976,5.240241,88.22393
1,EHand::RIGHT,1-0.029686,5.516511,88.256813
1,EHand::RIGHT,1-0.291481,5.747132,88.302879
1,EHand::RIGHT,1-0.688596,5.86635,88.351418
1,EHand::RIGHT,1-0.978365,5.864211,88.210594
1,EHand::RIGHT,1-1.304999,5.800775,87.619682
1,EHand::RIGHT,1-1.629295,5.597165,87.362328
1,EHand::RIGHT,1-1.460381,5.836365,87.097916
1,EHand::RIGHT,1-0.735104,6.396304,87.291122
1,EHand::RIGHT,1-0.175615,6.817948,87.284637
1,EHand::RIGHT,10.098931,7.01081,87.033913
1,EHand::RIGHT,10.280376,6.994898,86.709961
1,EHand::RIGHT,10.205424,6.968751,86.481842
1,EHand::RIGHT,10.133323,7.049802,86.44236
1,EHand::RIGHT,1-0.032065,7.205464,86.452438
1,EHand::RIGHT,1-0.275434,6.99432,86.480469
1,EHand::RIGHT,1-0.309176,6.967305,86.472252
1,EHand::RIGHT,1-0.239687,7.08255,86.661217
1,EHand::RIGHT,10.106628,7.338296,86.850945
1,EHand::RIGHT,10.717296,7.404732,86.967018
1,EHand::RIGHT,11.313155,7.149525,87.052521
1,EHand::RIGHT,11.585056,6.7821,87.051895
1,EHand::RIGHT,11.900442,6.483333,86.971642
1,EHand::RIGHT,12.047185,6.322728,86.954636
1,EHand::RIGHT,12.113759,6.230299,87.073334
1,EHand::RIGHT,12.071967,6.310173,87.077759
1,EHand::RIGHT,11.835074,6.353402,86.988792
1,EHand::RIGHT,11.331818,6.478048,86.702309
1,EHand::RIGHT,11.002285,6.291279,86.468552
