4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,30.0,-0.0,-0.0
4,EHand::RIGHT,345.635292,-3.131328,102.055489
4,EHand::RIGHT,345.635475,-3.124299,102.058502
4,EHand::RIGHT,345.639759,-3.105946,102.063332
